,name_2,root_1,pitch_class_smaller,edo_note_number,cents_diff,matched_pitch_class,n_edo
82,just diatonic,E,G,82,-1.2642901954406405,G,313
130,just diatonic,E,A,130,0.3575567759305714,A,313
183,just diatonic,E,B,183,-0.35755677593021473,B,313
212,just diatonic,E,C,212,-0.9067334195101899,C,313
265,just diatonic,E,D,265,-1.6218469713714674,D,313
0,just diatonic,F,F,0,0.0,F,313
53,just diatonic,F,G,53,-0.7151135518612783,G,313
101,just diatonic,F,A,101,0.9067334195101442,A,313
154,just diatonic,F,B,154,0.1916198676488382,B,313
183,just diatonic,F,C,183,-0.3575567759305992,C,313
236,just diatonic,F,D,236,-1.072670327791779,D,313
284,just diatonic,F,E,284,0.5491766435793228,E,313
0,just diatonic,G,G,0,0.0,G,313
48,just diatonic,G,A,48,1.62184697137134,A,313
101,just diatonic,G,B,101,0.9067334195101442,B,313
130,just diatonic,G,C,130,0.3575567759305714,C,313
183,just diatonic,G,D,183,-0.35755677593040697,D,313
231,just diatonic,G,E,231,1.264290195440669,E,313
260,just diatonic,G,F,260,0.7151135518612844,F,313
0,just diatonic,A,A,0,0.0,A,313
53,just diatonic,A,B,53,-0.715113551861086,B,313
82,just diatonic,A,C,82,-1.2642901954406405,C,313
136,just diatonic,A,D,136,1.8544620673948091,D,313
183,just diatonic,A,E,183,-0.35755677593040697,E,313
212,just diatonic,A,F,212,-0.9067334195098053,F,313
265,just diatonic,A,G,265,-1.6218469713712749,G,313
0,just diatonic,B,B,0,0.0,B,313
29,just diatonic,B,C,29,-0.5491766435797661,C,313
82,just diatonic,B,D,82,-1.2642901954412176,D,313
130,just diatonic,B,E,130,0.3575567759301871,E,313
159,just diatonic,B,F,159,-0.19161986764870848,F,313
212,just diatonic,B,G,212,-0.9067334195101899,G,313
260,just diatonic,B,A,260,0.7151135518612844,A,313
0,just diatonic,C,C,0,0.0,C,314
53,just diatonic,C,D,53,-1.3622310301379932,D,314
101,just diatonic,C,E,101,-0.32645271833820294,E,314
130,just diatonic,C,F,130,-1.2297125104084818,F,314
184,just diatonic,C,G,184,1.2297125104089657,G,314
231,just diatonic,C,A,231,-1.5561652287470322,A,314
285,just diatonic,C,B,285,0.903259792070765,B,314
0,just diatonic,D,D,0,0.0,D,314
48,just diatonic,D,E,48,1.0357783117997355,E,314
77,just diatonic,D,F,77,0.13251851972941397,F,314
130,just diatonic,D,G,130,-1.2297125104084818,G,314
178,just diatonic,D,A,178,-0.193934198608828,A,314
231,just diatonic,D,B,231,-1.5561652287466476,B,314
261,just diatonic,D,C,261,1.3622310301378509,C,314
0,just diatonic,E,E,0,0.0,E,314
29,just diatonic,E,F,29,-0.9032597920703348,F,314
83,just diatonic,E,G,83,1.5561652287468564,G,314
130,just diatonic,E,A,130,-1.2297125104086741,A,314
184,just diatonic,E,B,184,1.2297125104089657,B,314
213,just diatonic,E,C,213,0.3264527183380952,C,314
266,just diatonic,E,D,266,-1.0357783117996224,D,314
0,just diatonic,F,F,0,0.0,F,314
53,just diatonic,F,G,53,-1.362231030138186,G,314
101,just diatonic,F,A,101,-0.32645271833820294,A,314
154,just diatonic,F,B,154,-1.6886837484759813,B,314
184,just diatonic,F,C,184,1.2297125104085815,C,314
237,just diatonic,F,D,237,-0.13251851972921905,D,314
285,just diatonic,F,E,285,0.9032597920703807,E,314
0,just diatonic,G,G,0,0.0,G,314
48,just diatonic,G,A,48,1.0357783117993513,A,314
101,just diatonic,G,B,101,-0.32645271833801065,B,314
130,just diatonic,G,C,130,-1.2297125104084818,C,314
184,just diatonic,G,D,184,1.2297125104085815,D,314
231,just diatonic,G,E,231,-1.55616522874684,E,314
261,just diatonic,G,F,261,1.362231030138235,F,314
0,just diatonic,A,A,0,0.0,A,314
53,just diatonic,A,B,53,-1.3622310301376086,B,314
83,just diatonic,A,C,83,1.5561652287464725,C,314
136,just diatonic,A,D,136,0.1939341986089842,D,314
184,just diatonic,A,E,184,1.2297125104089657,E,314
213,just diatonic,A,F,213,0.3264527183380952,F,314
266,just diatonic,A,G,266,-1.0357783117994301,G,314
0,just diatonic,B,B,0,0.0,B,314
29,just diatonic,B,C,29,-0.9032597920707195,C,314
83,just diatonic,B,D,83,1.5561652287464725,D,314
130,just diatonic,B,E,130,-1.2297125104088666,E,314
160,just diatonic,B,F,160,1.6886837484760804,F,314
213,just diatonic,B,G,213,0.3264527183380952,G,314
261,just diatonic,B,A,261,1.3622310301378509,A,314
0,just diatonic,C,C,0,0.0,C,315
54,just diatonic,C,D,54,1.8042839835109559,D,315
101,just diatonic,C,E,101,-1.5518091029301682,E,315
131,just diatonic,C,F,131,1.0026199130065787,F,315
184,just diatonic,C,G,184,-1.0026199130062894,G,315
232,just diatonic,C,A,232,-0.5491891899239271,A,315
286,just diatonic,C,B,286,1.2550947935873746,B,315
0,just diatonic,D,D,0,0.0,D,315
48,just diatonic,D,E,48,0.45343072308248294,E,315
77,just diatonic,D,F,77,-0.8016640705040264,F,315
131,just diatonic,D,G,131,1.0026199130065787,G,315
179,just diatonic,D,A,179,1.4560506360892598,A,315
232,just diatonic,D,B,232,-0.5491891899235425,B,315
261,just diatonic,D,C,261,-1.8042839835104998,C,315
0,just diatonic,E,E,0,0.0,E,315
29,just diatonic,E,F,29,-1.2550947935869299,F,315
83,just diatonic,E,G,83,0.549189189923379,G,315
131,just diatonic,E,A,131,1.0026199130065787,A,315
184,just diatonic,E,B,184,-1.002619913006097,B,315
214,just diatonic,E,C,214,1.551809102930392,C,315
267,just diatonic,E,D,267,-0.45343072308284155,D,315
0,just diatonic,F,F,0,0.0,F,315
54,just diatonic,F,G,54,1.8042839835105717,G,315
101,just diatonic,F,A,101,-1.5518091029303607,A,315
155,just diatonic,F,B,155,0.2524748805805425,B,315
184,just diatonic,F,C,184,-1.002619913006674,C,315
238,just diatonic,F,D,238,0.8016640705042448,D,315
286,just diatonic,F,E,286,1.2550947935869903,E,315
0,just diatonic,G,G,0,0.0,G,315
48,just diatonic,G,A,48,0.4534307230828672,A,315
101,just diatonic,G,B,101,-1.5518091029297836,B,315
131,just diatonic,G,C,131,1.0026199130061946,C,315
184,just diatonic,G,D,184,-1.0026199130064817,D,315
232,just diatonic,G,E,232,-0.5491891899237348,E,315
261,just diatonic,G,F,261,-1.8042839835104998,F,315
0,just diatonic,A,A,0,0.0,A,315
54,just diatonic,A,B,54,1.8042839835109559,B,315
83,just diatonic,A,C,83,0.549189189923379,C,315
136,just diatonic,A,D,136,-1.4560506360892795,D,315
184,just diatonic,A,E,184,-1.0026199130062894,E,315
214,just diatonic,A,F,214,1.551809102930392,F,315
267,just diatonic,A,G,267,-0.45343072308284155,G,315
0,just diatonic,B,B,0,0.0,B,315
29,just diatonic,B,C,29,-1.2550947935873145,C,315
83,just diatonic,B,D,83,0.549189189923379,D,315
131,just diatonic,B,E,131,1.0026199130061946,E,315
160,just diatonic,B,F,160,-0.25247488058091094,F,315
214,just diatonic,B,G,214,1.5518091029300078,G,315
261,just diatonic,B,A,261,-1.8042839835108846,A,315
0,just diatonic,C,C,0,0.0,C,316
54,just diatonic,C,D,54,1.1532894084652316,D,316
102,just diatonic,C,E,102,1.0280582870637736,E,316
131,just diatonic,C,F,131,-0.5766447042328682,F,316
185,just diatonic,C,G,185,0.5766447042328604,G,316
233,just diatonic,C,A,233,0.4514135828308274,A,316
287,just diatonic,C,B,287,1.6047029912965503,B,316
0,just diatonic,D,D,0,0.0,D,316
48,just diatonic,D,E,48,-0.12523112140184217,E,316
77,just diatonic,D,F,77,-1.729934112698103,F,316
131,just diatonic,D,G,131,-0.5766447042328682,G,316
179,just diatonic,D,A,179,-0.7018758256345377,A,316
233,just diatonic,D,B,233,0.4514135828312117,B,316
262,just diatonic,D,C,262,-1.1532894084658134,C,316
0,just diatonic,E,E,0,0.0,E,316
29,just diatonic,E,F,29,-1.604702991296376,F,316
83,just diatonic,E,G,83,-0.4514135828306898,G,316
131,just diatonic,E,A,131,-0.5766447042330604,A,316
185,just diatonic,E,B,185,0.5766447042332447,B,316
214,just diatonic,E,C,214,-1.0280582870638613,C,316
268,just diatonic,E,D,268,0.12523112140181628,D,316
0,just diatonic,F,F,0,0.0,F,316
54,just diatonic,F,G,54,1.153289408465616,G,316
102,just diatonic,F,A,102,1.0280582870637736,A,316
155,just diatonic,F,B,155,-1.6161206589009012,B,316
185,just diatonic,F,C,185,0.576644704232476,C,316
239,just diatonic,F,D,239,1.72993411269838,D,316
287,just diatonic,F,E,287,1.6047029912965503,E,316
0,just diatonic,G,G,0,0.0,G,316
48,just diatonic,G,A,48,-0.12523112140203438,A,316
102,just diatonic,G,B,102,1.0280582870637736,B,316
131,just diatonic,G,C,131,-0.5766447042328682,C,316
185,just diatonic,G,D,185,0.576644704232476,D,316
233,just diatonic,G,E,233,0.4514135828308274,E,316
262,just diatonic,G,F,262,-1.1532894084656211,F,316
0,just diatonic,A,A,0,0.0,A,316
54,just diatonic,A,B,54,1.153289408466,B,316
83,just diatonic,A,C,83,-0.45141358283088207,C,316
137,just diatonic,A,D,137,0.7018758256344814,D,316
185,just diatonic,A,E,185,0.5766447042328604,E,316
214,just diatonic,A,F,214,-1.028058287063669,F,316
268,just diatonic,A,G,268,0.12523112140181628,G,316
0,just diatonic,B,B,0,0.0,B,316
29,just diatonic,B,C,29,-1.6047029912965685,C,316
83,just diatonic,B,D,83,-0.4514135828310743,D,316
131,just diatonic,B,E,131,-0.5766447042332526,E,316
161,just diatonic,B,F,161,1.616120658901005,F,316
214,just diatonic,B,G,214,-1.0280582870642458,G,316
262,just diatonic,B,A,262,-1.1532894084658134,A,316
0,just diatonic,C,C,0,0.0,C,317
54,just diatonic,C,D,54,0.5064020547142781,D,317
102,just diatonic,C,E,102,-0.19384004780037986,E,317
132,just diatonic,C,F,132,1.639543452138388,F,317
185,just diatonic,C,G,185,-1.6395434521383319,G,317
234,just diatonic,C,A,234,1.4457034043379968,A,317
287,just diatonic,C,B,287,-1.8333834999380985,B,317
0,just diatonic,D,D,0,0.0,D,317
48,just diatonic,D,E,48,-0.7002421025146625,E,317
78,just diatonic,D,F,78,1.133141397424233,F,317
132,just diatonic,D,G,132,1.639543452138388,G,317
180,just diatonic,D,A,180,0.9393013496240062,A,317
234,just diatonic,D,B,234,1.4457034043383807,B,317
263,just diatonic,D,C,263,-0.5064020547142037,C,317
0,just diatonic,E,E,0,0.0,E,317
30,just diatonic,E,F,30,1.8333834999385734,F,317
83,just diatonic,E,G,83,-1.4457034043377746,G,317
132,just diatonic,E,A,132,1.639543452138004,A,317
185,just diatonic,E,B,185,-1.6395434521379473,B,317
215,just diatonic,E,C,215,0.19384004780050576,C,317
269,just diatonic,E,D,269,0.7002421025141287,D,317
0,just diatonic,F,F,0,0.0,F,317
54,just diatonic,F,G,54,0.5064020547142781,G,317
102,just diatonic,F,A,102,-0.19384004780057204,A,317
156,just diatonic,F,B,156,0.31256200691387126,B,317
185,just diatonic,F,C,185,-1.6395434521383319,C,317
239,just diatonic,F,D,239,-1.1331413974243356,D,317
287,just diatonic,F,E,287,-1.8333834999384835,E,317
0,just diatonic,G,G,0,0.0,G,317
48,just diatonic,G,A,48,-0.7002421025144702,A,317
102,just diatonic,G,B,102,-0.19384004780037986,B,317
132,just diatonic,G,C,132,1.639543452138388,C,317
185,just diatonic,G,D,185,-1.6395434521385244,D,317
234,just diatonic,G,E,234,1.4457034043379968,E,317
263,just diatonic,G,F,263,-0.5064020547140116,F,317
0,just diatonic,A,A,0,0.0,A,317
54,just diatonic,A,B,54,0.5064020547142781,B,317
83,just diatonic,A,C,83,-1.4457034043379668,C,317
137,just diatonic,A,D,137,-0.9393013496238269,D,317
185,just diatonic,A,E,185,-1.6395434521383319,E,317
215,just diatonic,A,F,215,0.1938400478001214,F,317
269,just diatonic,A,G,269,0.7002421025145128,G,317
0,just diatonic,B,B,0,0.0,B,317
30,just diatonic,B,C,30,1.8333834999381893,C,317
83,just diatonic,B,D,83,-1.4457034043379668,D,317
132,just diatonic,B,E,132,1.6395434521376198,E,317
161,just diatonic,B,F,161,-0.31256200691402486,F,317
215,just diatonic,B,G,215,0.1938400478001214,G,317
263,just diatonic,B,A,263,-0.506402054714396,A,317
0,just diatonic,C,C,0,0.0,C,318
54,just diatonic,C,D,54,-0.13641682511436995,D,318
102,just diatonic,C,E,102,-1.4080534874764394,E,318
132,just diatonic,C,F,132,0.06820841255749062,F,318
186,just diatonic,C,G,186,-0.06820841255714864,G,318
234,just diatonic,C,A,234,-1.3398450749195814,A,318
288,just diatonic,C,B,288,-1.476261900033365,B,318
0,just diatonic,D,D,0,0.0,D,318
48,just diatonic,D,E,48,-1.271636662361717,E,318
78,just diatonic,D,F,78,0.20462523767206017,F,318
132,just diatonic,D,G,132,0.06820841255710623,G,318
180,just diatonic,D,A,180,-1.2034282498048543,A,318
234,just diatonic,D,B,234,-1.3398450749190045,B,318
264,just diatonic,D,C,264,0.13641682511477266,C,318
0,just diatonic,E,E,0,0.0,E,318
30,just diatonic,E,F,30,1.4762619000339654,F,318
84,just diatonic,E,G,84,1.339845074919533,G,318
132,just diatonic,E,A,132,0.06820841255710623,A,318
186,just diatonic,E,B,186,-0.06820841255695644,B,318
216,just diatonic,E,C,216,1.4080534874763975,C,318
270,just diatonic,E,D,270,1.271636662362083,D,318
0,just diatonic,F,F,0,0.0,F,318
54,just diatonic,F,G,54,-0.13641682511456216,G,318
102,just diatonic,F,A,102,-1.4080534874766317,A,318
156,just diatonic,F,B,156,-1.5444703125910517,B,318
186,just diatonic,F,C,186,-0.06820841255734086,C,318
240,just diatonic,F,D,240,-0.20462523767189048,D,318
288,just diatonic,F,E,288,-1.4762619000337498,E,318
0,just diatonic,G,G,0,0.0,G,318
48,just diatonic,G,A,48,-1.271636662361717,A,318
102,just diatonic,G,B,102,-1.4080534874764394,B,318
132,just diatonic,G,C,132,0.06820841255749062,C,318
186,just diatonic,G,D,186,-0.06820841255714864,D,318
234,just diatonic,G,E,234,-1.339845074919389,E,318
264,just diatonic,G,F,264,0.13641682511477266,F,318
0,just diatonic,A,A,0,0.0,A,318
54,just diatonic,A,B,54,-0.13641682511417771,B,318
84,just diatonic,A,C,84,1.3398450749191488,C,318
138,just diatonic,A,D,138,1.20342824980506,D,318
186,just diatonic,A,E,186,-0.06820841255714864,E,318
216,just diatonic,A,F,216,1.4080534874767818,F,318
270,just diatonic,A,G,270,1.271636662362083,G,318
0,just diatonic,B,B,0,0.0,B,318
30,just diatonic,B,C,30,1.4762619000331971,C,318
84,just diatonic,B,D,84,1.3398450749187647,D,318
132,just diatonic,B,E,132,0.06820841255710623,E,318
162,just diatonic,B,F,162,1.5444703125908321,F,318
216,just diatonic,B,G,216,1.4080534874763975,G,318
264,just diatonic,B,A,264,0.1364168251143883,A,318
0,just diatonic,C,C,0,0.0,C,319
54,just diatonic,C,D,54,-0.7752054925305487,D,319
103,just diatonic,C,E,103,1.147101182186827,E,319
132,just diatonic,C,F,132,-1.4932749966815675,F,319
187,just diatonic,C,G,187,1.4932749966816632,G,319
235,just diatonic,C,A,235,-0.3461738144947944,A,319
289,just diatonic,C,B,289,-1.1213793070249105,B,319
0,just diatonic,D,D,0,0.0,D,319
48,just diatonic,D,E,48,-1.8394488111761966,E,319
78,just diatonic,D,F,78,-0.7180695041509046,F,319
132,just diatonic,D,G,132,-1.4932749966815675,G,319
181,just diatonic,D,A,181,0.4290316780356593,A,319
235,just diatonic,D,B,235,-0.3461738144944099,B,319
265,just diatonic,D,C,265,0.7752054925305244,C,319
0,just diatonic,E,E,0,0.0,E,319
30,just diatonic,E,F,30,1.1213793070252018,F,319
84,just diatonic,E,G,84,0.3461738144943167,G,319
132,just diatonic,E,A,132,-1.4932749966815675,A,319
187,just diatonic,E,B,187,1.4932749966816632,B,319
216,just diatonic,E,C,216,-1.147101182187176,C,319
271,just diatonic,E,D,271,1.839448811176178,D,319
0,just diatonic,F,F,0,0.0,F,319
54,just diatonic,F,G,54,-0.7752054925303564,G,319
103,just diatonic,F,A,103,1.147101182186827,A,319
157,just diatonic,F,B,157,0.371895689656712,B,319
187,just diatonic,F,C,187,1.4932749966812788,C,319
241,just diatonic,F,D,241,0.7180695041510534,D,319
289,just diatonic,F,E,289,-1.1213793070252953,E,319
0,just diatonic,G,G,0,0.0,G,319
48,just diatonic,G,A,48,-1.8394488111761966,A,319
103,just diatonic,G,B,103,1.1471011821872112,B,319
132,just diatonic,G,C,132,-1.4932749966817598,C,319
187,just diatonic,G,D,187,1.4932749966812788,D,319
235,just diatonic,G,E,235,-0.34617381449460216,E,319
265,just diatonic,G,F,265,0.7752054925305244,F,319
0,just diatonic,A,A,0,0.0,A,319
54,just diatonic,A,B,54,-0.7752054925301641,B,319
84,just diatonic,A,C,84,0.3461738144943167,C,319
138,just diatonic,A,D,138,-0.42903167803584114,D,319
187,just diatonic,A,E,187,1.4932749966816632,E,319
216,just diatonic,A,F,216,-1.1471011821869836,F,319
271,just diatonic,A,G,271,1.839448811176178,G,319
0,just diatonic,B,B,0,0.0,B,319
30,just diatonic,B,C,30,1.1213793070248175,C,319
84,just diatonic,B,D,84,0.3461738144943167,D,319
132,just diatonic,B,E,132,-1.4932749966819523,E,319
162,just diatonic,B,F,162,-0.37189568965648984,F,319
216,just diatonic,B,G,216,-1.147101182187176,G,319
265,just diatonic,B,A,265,0.7752054925301402,A,319
0,just diatonic,C,C,0,0.0,C,320
54,just diatonic,C,D,54,-1.410001730774714,D,320
103,just diatonic,C,E,103,-0.06371386483498892,E,320
133,just diatonic,C,F,133,0.7050008653876305,F,320
187,just diatonic,C,G,187,-0.7050008653872641,G,320
236,just diatonic,C,A,236,0.6412870005526271,A,320
290,just diatonic,C,B,290,-0.7687147302221914,B,320
0,just diatonic,D,D,0,0.0,D,320
49,just diatonic,D,E,49,1.3462878659399964,E,320
78,just diatonic,D,F,78,-1.6349974038375965,F,320
133,just diatonic,D,G,133,0.7050008653876305,G,320
181,just diatonic,D,A,181,-1.6987112686725823,A,320
236,just diatonic,D,B,236,0.6412870005530115,B,320
266,just diatonic,D,C,266,1.4100017307748918,C,320
0,just diatonic,E,E,0,0.0,E,320
30,just diatonic,E,F,30,0.7687147302227716,F,320
84,just diatonic,E,G,84,-0.6412870005522059,G,320
133,just diatonic,E,A,133,0.7050008653876305,A,320
187,just diatonic,E,B,187,-0.7050008653870719,B,320
217,just diatonic,E,C,217,0.0637138648353178,C,320
271,just diatonic,E,D,271,-1.3462878659398938,D,320
0,just diatonic,F,F,0,0.0,F,320
54,just diatonic,F,G,54,-1.4100017307750987,G,320
103,just diatonic,F,A,103,-0.06371386483518114,A,320
157,just diatonic,F,B,157,-1.473715595609798,B,320
187,just diatonic,F,C,187,-0.7050008653872641,C,320
242,just diatonic,F,D,242,1.634997403837308,D,320
290,just diatonic,F,E,290,-0.7687147302223837,E,320
0,just diatonic,G,G,0,0.0,G,320
49,just diatonic,G,A,49,1.346287865939612,A,320
103,just diatonic,G,B,103,-0.06371386483479671,B,320
133,just diatonic,G,C,133,0.7050008653876305,C,320
187,just diatonic,G,D,187,-0.7050008653874564,D,320
236,just diatonic,G,E,236,0.641287000552243,E,320
266,just diatonic,G,F,266,1.4100017307752757,F,320
0,just diatonic,A,A,0,0.0,A,320
54,just diatonic,A,B,54,-1.4100017307745216,B,320
84,just diatonic,A,C,84,-0.6412870005522059,C,320
139,just diatonic,A,D,139,1.6987112686724233,D,320
187,just diatonic,A,E,187,-0.7050008653874564,E,320
217,just diatonic,A,F,217,0.0637138648353178,F,320
271,just diatonic,A,G,271,-1.3462878659397015,G,320
0,just diatonic,B,B,0,0.0,B,320
30,just diatonic,B,C,30,0.7687147302223873,C,320
84,just diatonic,B,D,84,-0.6412870005527826,D,320
133,just diatonic,B,E,133,0.7050008653876305,E,320
163,just diatonic,B,F,163,1.4737155956097299,F,320
217,just diatonic,B,G,217,0.0637138648349334,G,320
266,just diatonic,B,A,266,1.4100017307748918,A,320
0,just diatonic,C,C,0,0.0,C,321
55,just diatonic,C,D,55,1.6974749047393802,D,321
103,just diatonic,C,E,103,-1.2669848928722798,E,321
133,just diatonic,C,F,133,-0.8487374523694429,F,321
188,just diatonic,C,G,188,0.8487374523695982,G,321
237,just diatonic,C,A,237,1.6225954117671766,A,321
291,just diatonic,C,B,291,-0.4182474405026448,B,321
0,just diatonic,D,D,0,0.0,D,321
49,just diatonic,D,E,49,0.7738579593980738,E,321
79,just diatonic,D,F,79,1.1921053999010618,F,321
133,just diatonic,D,G,133,-0.8487374523694429,G,321
182,just diatonic,D,A,182,-0.07487949297169808,A,321
237,just diatonic,D,B,237,1.6225954117675607,B,321
266,just diatonic,D,C,266,-1.6974749047392026,C,321
0,just diatonic,E,E,0,0.0,E,321
30,just diatonic,E,F,30,0.41824744050315377,F,321
84,just diatonic,E,G,84,-1.6225954117677457,G,321
133,just diatonic,E,A,133,-0.8487374523696352,A,321
188,just diatonic,E,B,188,0.8487374523695982,B,321
218,just diatonic,E,C,218,1.266984892872678,C,321
272,just diatonic,E,D,272,-0.773857959397836,D,321
0,just diatonic,F,F,0,0.0,F,321
55,just diatonic,F,G,55,1.6974749047389963,G,321
103,just diatonic,F,A,103,-1.266984892872472,A,321
158,just diatonic,F,B,158,0.43049001186690433,B,321
188,just diatonic,F,C,188,0.8487374523692139,C,321
242,just diatonic,F,D,242,-1.192105399900616,D,321
291,just diatonic,F,E,291,-0.4182474405030293,E,321
0,just diatonic,G,G,0,0.0,G,321
49,just diatonic,G,A,49,0.7738579593980738,A,321
103,just diatonic,G,B,103,-1.2669848928722798,B,321
133,just diatonic,G,C,133,-0.8487374523696352,C,321
188,just diatonic,G,D,188,0.8487374523695982,D,321
237,just diatonic,G,E,237,1.6225954117671766,E,321
266,just diatonic,G,F,266,-1.69747490473901,F,321
0,just diatonic,A,A,0,0.0,A,321
55,just diatonic,A,B,55,1.6974749047393802,B,321
84,just diatonic,A,C,84,-1.6225954117677457,C,321
139,just diatonic,A,D,139,0.0748794929716027,D,321
188,just diatonic,A,E,188,0.8487374523695982,E,321
218,just diatonic,A,F,218,1.266984892872678,F,321
272,just diatonic,A,G,272,-0.773857959397836,G,321
0,just diatonic,B,B,0,0.0,B,321
30,just diatonic,B,C,30,0.4182474405027694,C,321
84,just diatonic,B,D,84,-1.6225954117677457,D,321
133,just diatonic,B,E,133,-0.8487374523698274,E,321
163,just diatonic,B,F,163,-0.4304900118670026,F,321
218,just diatonic,B,G,218,1.266984892872294,G,321
266,just diatonic,B,A,266,-1.6974749047395872,A,321
0,just diatonic,C,C,0,0.0,C,322
55,just diatonic,C,D,55,1.058942368603983,D,322
104,just diatonic,C,E,104,1.2639258867181138,E,322
134,just diatonic,C,F,134,1.333882852965237,F,322
188,just diatonic,C,G,188,-1.3338828529649809,G,322
237,just diatonic,C,A,237,-1.1288993348512182,A,322
292,just diatonic,C,B,292,-0.06995696624686748,B,322
0,just diatonic,D,D,0,0.0,D,322
49,just diatonic,D,E,49,0.20498351811402832,E,322
79,just diatonic,D,F,79,0.274940484361269,F,322
134,just diatonic,D,G,134,1.333882852965237,G,322
183,just diatonic,D,A,183,1.5388663710789614,A,322
237,just diatonic,D,B,237,-1.1288993348508336,B,322
267,just diatonic,D,C,267,-1.0589423686041308,C,322
0,just diatonic,E,E,0,0.0,E,322
30,just diatonic,E,F,30,0.06995696624719552,F,322
85,just diatonic,E,G,85,1.1288993348514662,G,322
134,just diatonic,E,A,134,1.333882852965237,A,322
188,just diatonic,E,B,188,-1.3338828529647886,B,322
218,just diatonic,E,C,218,-1.2639258867179035,C,322
273,just diatonic,E,D,273,-0.20498351811375076,D,322
0,just diatonic,F,F,0,0.0,F,322
55,just diatonic,F,G,55,1.058942368603983,G,322
104,just diatonic,F,A,104,1.2639258867177297,A,322
158,just diatonic,F,B,158,-1.4038398192123995,B,322
188,just diatonic,F,C,188,-1.3338828529651732,C,322
243,just diatonic,F,D,243,-0.2749404843611466,D,322
292,just diatonic,F,E,292,-0.06995696624725191,E,322
0,just diatonic,G,G,0,0.0,G,322
49,just diatonic,G,A,49,0.20498351811402832,A,322
104,just diatonic,G,B,104,1.2639258867181138,B,322
134,just diatonic,G,C,134,1.3338828529648525,C,322
188,just diatonic,G,D,188,-1.3338828529651732,D,322
237,just diatonic,G,E,237,-1.1288993348512182,E,322
267,just diatonic,G,F,267,-1.0589423686037462,F,322
0,just diatonic,A,A,0,0.0,A,322
55,just diatonic,A,B,55,1.058942368604367,B,322
85,just diatonic,A,C,85,1.1288993348514662,C,322
139,just diatonic,A,D,139,-1.5388663710787116,D,322
188,just diatonic,A,E,188,-1.3338828529649809,E,322
218,just diatonic,A,F,218,-1.2639258867177112,F,322
273,just diatonic,A,G,273,-0.20498351811355853,G,322
0,just diatonic,B,B,0,0.0,B,322
30,just diatonic,B,C,30,0.06995696624681112,C,322
85,just diatonic,B,D,85,1.128899334851082,D,322
134,just diatonic,B,E,134,1.3338828529648525,E,322
164,just diatonic,B,F,164,1.4038398192120636,F,322
218,just diatonic,B,G,218,-1.2639258867180958,G,322
267,just diatonic,B,A,267,-1.0589423686041308,A,322
0,just diatonic,C,C,0,0.0,C,323
55,just diatonic,C,D,55,0.4243635943022375,D,323
104,just diatonic,C,E,104,0.06399511349319653,E,323
134,just diatonic,C,F,134,-0.21218179715087837,F,323
189,just diatonic,C,G,189,0.21218179715151228,G,323
238,just diatonic,C,A,238,-0.1481866836581074,A,323
293,just diatonic,C,B,293,0.27617691064486094,B,323
0,just diatonic,D,D,0,0.0,D,323
49,just diatonic,D,E,49,-0.36036848080905565,E,323
79,just diatonic,D,F,79,-0.6365453914535375,F,323
134,just diatonic,D,G,134,-0.2121817971510706,G,323
183,just diatonic,D,A,183,-0.572550277960813,A,323
238,just diatonic,D,B,238,-0.14818668365772292,B,323
268,just diatonic,D,C,268,-0.42436359430220677,C,323
0,just diatonic,E,E,0,0.0,E,323
30,just diatonic,E,F,30,-0.2761769106441997,F,323
85,just diatonic,E,G,85,0.14818668365802606,G,323
134,just diatonic,E,A,134,-0.2121817971510706,A,323
189,just diatonic,E,B,189,0.21218179715151228,B,323
219,just diatonic,E,C,219,-0.06399511349323435,C,323
274,just diatonic,E,D,274,0.36036848080923944,D,323
0,just diatonic,F,F,0,0.0,F,323
55,just diatonic,F,G,55,0.4243635943022375,G,323
104,just diatonic,F,A,104,0.06399511349319653,A,323
159,just diatonic,F,B,159,0.48835870779573154,B,323
189,just diatonic,F,C,189,0.21218179715112792,C,323
244,just diatonic,F,D,244,0.6365453914534391,D,323
293,just diatonic,F,E,293,0.2761769106444766,E,323
0,just diatonic,G,G,0,0.0,G,323
49,just diatonic,G,A,49,-0.3603684808092479,A,323
104,just diatonic,G,B,104,0.06399511349319653,B,323
134,just diatonic,G,C,134,-0.2121817971510706,C,323
189,just diatonic,G,D,189,0.21218179715112792,D,323
238,just diatonic,G,E,238,-0.14818668365791515,E,323
268,just diatonic,G,F,268,-0.424363594302399,F,323
0,just diatonic,A,A,0,0.0,A,323
55,just diatonic,A,B,55,0.4243635943026219,B,323
85,just diatonic,A,C,85,0.14818668365802606,C,323
140,just diatonic,A,D,140,0.5725502779602494,D,323
189,just diatonic,A,E,189,0.21218179715112792,E,323
219,just diatonic,A,F,219,-0.06399511349304213,F,323
274,just diatonic,A,G,274,0.36036848080923944,G,323
0,just diatonic,B,B,0,0.0,B,323
30,just diatonic,B,C,30,-0.27617691064439187,C,323
85,just diatonic,B,D,85,0.1481866836576417,D,323
134,just diatonic,B,E,134,-0.21218179715126284,E,323
164,just diatonic,B,F,164,-0.48835870779607177,F,323
219,just diatonic,B,G,219,-0.06399511349342656,G,323
268,just diatonic,B,A,268,-0.42436359430259124,A,323
0,just diatonic,C,C,0,0.0,C,324
